key,iata_code,name,city,country,latitude,longitude,altitude,timezone_offset,dst,timezone_name
03N,UTK,Utrik Airport,Utirik Island,Marshall Islands,11.222611,169.85447,4,12,U,Pacific/Majuro
07FA,OCA,Key Largo,Ocean Reef Club Airport,United States,25.325393,-80.274775,8,-5,A,America/New_York
3N0,NDK,Namdrik Island Airport,Namorik Atoll,Marshall Islands,5.633309,168.126129,15,12,U,Pacific/Majuro
5A8,WKK,Aleknagik Airport,Aleknagik,United States,59.282784,-158.617802,66,-9,A,America/Anchorage
AGAF,AFT,Afutara Airport,Afutara,Solomon Islands,-9.183056,160.949722,5,11,U,Pacific/Guadalcanal
AGAR,RNA,Ulawa Airport,Ulawa,Solomon Islands,-9.860788,161.979917,5,11,U,Pacific/Guadalcanal
AGAT,ATD,Atoifi Airport,Atoifi,Solomon Islands,-8.874302,161.012106,0,11,U,Pacific/Guadalcanal
AGBT,BPF,Batuna Airport,Batuna,Solomon Islands,-8.63,158,5,11,U,Pacific/Guadalcanal
AGGA,AKS,Auki Gwaunaru'u Airport,Auki,Solomon Islands,-8.702556,160.681809,5,11,U,Pacific/Guadalcanal
AGGC,CHY,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,-6.711946,156.396111,5,11,U,Pacific/Guadalcanal
AGGE,BAS,Balalae Airport,Ballalae,Solomon Islands,-6.991244,155.885232,5,11,U,Pacific/Guadalcanal
AGGF,FRE,Fera Airport,Fera Island,Solomon Islands,-8.106961,159.577489,0,11,U,Pacific/Guadalcanal
AGGH,HIR,Honiara International Airport,Honiara,Solomon Islands,-9.428056,160.053056,28,11,U,Pacific/Guadalcanal
AGGI,MBU,Mbambanakira Airport,Mbambanakira,Solomon Islands,-9.7475,159.838889,0,11,U,Pacific/Guadalcanal
AGGK,IRA,Ngorangora Airport,Kirakira,Solomon Islands,-10.4497,161.898,0,11,U,Pacific/Guadalcanal
AGGL,SCZ,Santa Cruz Island Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,-10.719722,165.797778,18,11,U,Pacific/Guadalcanal
AGGM,MUA,Munda Airport,,Solomon Islands,-8.326944,157.263056,10,11,U,Pacific/Guadalcanal
AGGN,GZO,Nusatupe Airport,Gizo,Solomon Islands,-8.098333,156.863889,13,11,U,Pacific/Guadalcanal
AGGO,MNY,Mono Airport,Stirling Island,Solomon Islands,-7.417211,155.564473,0,10,U,Pacific/Guadalcanal
AGGR,RNL,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,-11.558333,160.070639,0,11,U,Pacific/Guadalcanal
AGGS,EGM,Sege Airport,Sege,Solomon Islands,-8.578587,157.875235,0,11,U,Pacific/Guadalcanal
AGGT,NNB,Santa Ana Island Airfield,Santa Ana,Solomon Islands,-10.847994,162.454108,6,11,U,Pacific/Guadalcanal
AGGU,RUS,Marau Sound Airport,Marau,Solomon Islands,-9.862315,160.824978,0,11,U,Pacific/Guadalcanal
AGGV,VAO,Suavanao Airport,Suavanao,Solomon Islands,-7.587017,158.728166,0,11,U,Pacific/Guadalcanal
AGGY,XYA,Yandina Airport,Yandina,Solomon Islands,-9.100483,159.221766,6,11,U,Pacific/Guadalcanal
AGKG,KGE,Kaghau Airport,Kagau Island,Solomon Islands,-7.332778,157.586944,0,11,U,Pacific/Guadalcanal
AGRC,RIN,Ringi Cove Airport,Ringi Cove,Solomon Islands,-8.12639,157.143,0,11,U,Pacific/Guadalcanal
AGRM,RBV,Ramata Airport,Ramata,Solomon Islands,-8.167954,157.642008,0,11,U,Pacific/Guadalcanal
ALX_,ALX,Alexandria,Alexandria,United States,38.806346,-77.0621,1,-5,A,America/New_York
ANYN,INU,Nauru International Airport,Nauru,Nauru,-0.547613,166.919112,22,12,U,Pacific/Nauru
AUGS,AUB,Augsburg HBF,Augsburg,Germany,48.3655,10.886,1200,2,E,Europe/Berlin
AYBK,BUA,Buka Island Airport,Buka Island,Papua New Guinea,-5.420128,154.674913,11,10,U,Pacific/Port_Moresby
AYCH,CMU,Chimbu Airport,Kundiawa,Papua New Guinea,-6.023886,144.970477,4974,10,U,Pacific/Port_Moresby
AYDU,DAU,Daru Airport,,Papua New Guinea,-9.086667,143.207778,20,10,U,Pacific/Port_Moresby
AYGA,GKA,Goroka Airport,Goroka,Papua New Guinea,-6.0825,145.391111,5282,10,U,Pacific/Port_Moresby
AYGN,GUR,Gurney Airport,,Papua New Guinea,-10.310449,150.333904,88,10,U,Pacific/Port_Moresby
AYGR,PNP,Girua Airport,,Papua New Guinea,-8.803523,148.30967,311,10,U,Pacific/Port_Moresby
AYHK,HKN,Hoskins Airport,Hoskins,Papua New Guinea,-5.461667,150.405,66,10,U,Pacific/Port_Moresby
AYKI,UNG,Kiunga Airport,Kiunga,Papua New Guinea,-6.119134,141.295595,88,10,U,Pacific/Port_Moresby
AYKK,KRI,Kikori Airport,Kikori,Papua New Guinea,-7.424819,144.250013,50,10,U,Pacific/Port_Moresby
AYKM,KMA,Kerema Airport,,Papua New Guinea,-7.963416,145.771388,10,10,U,Pacific/Port_Moresby
AYKV,KVG,Kavieng Airport,,Papua New Guinea,-2.578608,150.806428,7,10,U,Pacific/Port_Moresby
AYMD,MAG,Madang Airport,Madang,Papua New Guinea,-5.208611,145.787778,20,10,U,Pacific/Port_Moresby
AYMH,HGU,Kagamuga Airport,Mount Hagen,Papua New Guinea,-5.828889,144.300278,5388,10,U,Pacific/Port_Moresby
AYMN,MDU,Mendi Airport,,Papua New Guinea,-6.148056,143.656944,5680,10,U,Pacific/Port_Moresby
AYMO,MAS,Momote Airport,,Papua New Guinea,-2.060708,147.425718,12,10,U,Pacific/Port_Moresby
AYMR,MXH,Moro Airport,Moro,Papua New Guinea,-6.362084,143.23014,2740,10,U,Pacific/Port_Moresby
AYMS,MIS,Misima Airport,Misima Island,Papua New Guinea,-10.689285,152.837591,26,10,U,Pacific/Port_Moresby
AYNZ,LAE,Lae Nadzab Airport,Nadzab,Papua New Guinea,-6.569722,146.726111,239,10,U,Pacific/Port_Moresby
AYPY,POM,Jacksons International Airport,Port Moresby,Papua New Guinea,-9.441944,147.218889,146,10,U,Pacific/Port_Moresby
AYTA,TIZ,Tari Airport,Tari,Papua New Guinea,-5.844722,142.947222,5500,10,U,Pacific/Port_Moresby
AYTB,TBG,Tabubil Airport,Tabubil,Papua New Guinea,-5.27861,141.226,1570,10,U,Pacific/Port_Moresby
AYTK,RAB,Rabaul Airport,,Papua New Guinea,-4.340456,152.379667,32,10,U,Pacific/Port_Moresby
AYVN,VAI,Vanimo Airport,,Papua New Guinea,-2.69717,141.302,10,10,U,Pacific/Port_Moresby
AYWD,WBM,Wapenamanda Airport,,Papua New Guinea,-5.634367,143.891298,5889,10,U,Pacific/Port_Moresby
AYWK,WWK,Wewak Airport,Wewak,Papua New Guinea,-3.583611,143.669167,19,10,U,Pacific/Port_Moresby
BAMB,BAM,Bamberg BF,Bamberg,Germany,49.911,10.9,800,1,E,Europe/Berlin
BGAM,AGM,Tasiilaq Heliport,Angmagssalik,Greenland,65.612308,-37.618385,24,-2,U,America/Godthab
BGAP,LLU,Alluitsup Paa Airport,Alluitsup Paa,Greenland,60.464435,-45.568548,89,-3,E,America/Godthab
BGBW,UAK,Narsarsuaq Airport,Narssarssuaq,Greenland,61.160262,-45.426897,112,-3,E,America/Godthab
BGCH,JCH,Christianshab,Qasigiannguit,Greenland,68.823633,-51.167965,2,-3,E,America/Godthab
BGCO,CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,70.741477,-22.64882,45,-1,E,America/Scoresbysund
BGEM,JEG,Aasiaat Airport,Aasiaat,Greenland,68.721638,-52.786395,2,-3,E,America/Godthab
BGFH,JFR,Paamiut Airport,Paamiut,Greenland,62.01442,-49.670426,0,-3,E,America/Godthab
BGGH,GOH,Nuuk Airport,Godthaab,Greenland,64.19171,-51.674355,283,-3,E,America/Godthab
BGGN,JGO,Qeqertarsuaq Airport,Qeqertarsuaq Airport,Greenland,69.251091,-53.538038,0,-3,E,America/Godthab
BGJH,JJU,Julianehab,,Greenland,60.7625,-46,0,-3,E,America/Godthab
BGJN,JAV,Ilulissat Airport,Ilulissat,Greenland,69.240469,-51.066319,2,-3,E,America/Godthab
BGMQ,JSU,Maniitsoq airport,Maniitsoq,Greenland,65.411327,-52.93321,91,-3,E,America/Godthab
BGNN,JNN,Nanortalik Heliport,Nanortalik,Greenland,60.141847,-45.23303,0,-3,E,America/Godthab
BGNS,JNS,Narsaq Heliport,Narsaq,Greenland,60.916667,-46.058611,0,-3,E,America/Godthab
BGQQ,NAQ,Qaanaaq airport,Qaanaaq,Greenland,77.48564,-69.37486,51,-4,E,America/Thule
BGSC,OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,70.488333,-21.971944,238,0,U,America/Scoresbysund
BGSF,SFJ,Kangerlussuaq Airport,Sondrestrom,Greenland,67.009893,-50.71186,165,-3,E,America/Godthab
BGSS,JHS,Sisimiut airport,Sisimiut,Greenland,66.951125,-53.724497,33,-3,E,America/Godthab
BGTL,THU,Pituffik Airport,Thule,Greenland,76.53333,-68.7,251,-4,E,America/Thule
BGUK,JUV,Upernavik airport,Upernavik,Greenland,72.79,-56.130556,414,-4,E,America/Godthab
BGUQ,JQA,Qaarsut Airport,Uummannaq,Greenland,70.733688,-52.69487,289,-3,E,America/Godthab
BIAR,AEY,Akureyri Airport,Akureyri,Iceland,65.658611,-18.072222,6,0,N,Atlantic/Reykjavik
BIBD,BIU,Bíldudalur Airport,Bildudalur,Iceland,65.641393,-23.546131,26,0,N,Atlantic/Reykjavik
BIEG,EGS,Egilsstaðir Airport,Egilsstadir,Iceland,65.276438,-14.409641,76,0,N,Atlantic/Reykjavik
BIES,BIE,Biessenhofen BF,Biessenhofen,Germany,47.851,10.634,1200,2,E,Europe/Berlin
BIGJ,GJR,Gjögur Airport,Gjogur,Iceland,65.99501,-21.33,98,0,N,Atlantic/Reykjavik
BIGR,GRY,Grímsey Airport,Grímsey,Iceland,66.5479973,-18.021047,66,0,N,Atlantic/Reykjavik
BIHN,HFN,Hornafjörður Airport,Hofn,Iceland,64.302288,-15.228277,24,0,N,Atlantic/Reykjavik
BIHU,HZK,Husavik Airport,Husavik,Iceland,65.952328,-17.425978,48,0,N,Atlantic/Reykjavik
BIIS,IFJ,Ísafjarðaflugvöllur,Isafjordur,Iceland,66.055413,-23.142302,8,0,N,Atlantic/Reykjavik
BIKF,KEF,Keflavík International Airport,Keflavik,Iceland,63.996136,-22.623408,171,0,N,Atlantic/Reykjavik
BIKR,SAK,Alexandersflugvöllur,Saudarkrokur,Iceland,65.740071,-19.577191,8,0,N,Atlantic/Reykjavik
BIPA,PFJ,Patrekstjord Airport,Patreksfjordur,Iceland,65.555833,-23.965,11,0,N,Atlantic/Reykjavik
BIRK,RKV,Reykjavík Airport,Reykjavik,Iceland,64.130933,-21.932877,48,0,N,Atlantic/Reykjavik
BIRL,MVA,Mývatn Airport,Myvatn,Iceland,65.654029,-16.919718,1030,0,N,Atlantic/Reykjavik
BISI,SIJ,Siglufjordur Airport,Siglufjordur,Iceland,66.13423,-18.917732,10,0,N,Atlantic/Reykjavik
BITN,THO,Þórshöfn Airport,Thorshofn,Iceland,66.218937,-15.334684,65,0,N,Atlantic/Reykjavik
BIVM,VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,63.425159,-20.269097,326,0,N,Atlantic/Reykjavik
BIVO,VPN,Vopnafjörður Airport,Vopnafjörður,Iceland,65.720556,-14.850556,0,0,N,Atlantic/Reykjavik
BKX,BKX,Brookings Regional Airport,Brookings,United States,44.303902,-96.813103,1648,-6,A,America/Chicago
BLF,BLF,Mercer County Airport,Bluefield,United States,37.29223,-81.209365,2857,-5,A,America/New_York
BOCH,BOX,Bochum HBF,Bochum,Germany,51.478506,7.2222,1000,3,E,Europe/Berlin
BUCH,BUH,Buchloe BF,Buchloe,Germany,48.0411,10.715,1200,2,E,Europe/Berlin
CAC8,ZNA,Nanaimo Harbour Water Airport,Nanaimo,Canada,49.169436,-123.935522,0,-8,A,America/Vancouver
CAD4,YZZ,Trail Regional Airport,Trail,Canada,49.057826,-117.607351,1427,-8,A,America/Vancouver
CAE5,YWS,Whistler,Whistler,Canada,50.15,-122.966667,2100,-8,A,America/Vancouver
CAJ4,YAA,Anahim Lake Airport,Anahim Lake,Canada,52.452255,-125.304577,3635,-8,A,America/Vancouver
CAQ3,CXH,Vancouver Harbour Water Airport,Vancouver,Canada,49.289725,-123.118871,0,-8,A,America/Vancouver
CCA6,YWM,Williams Harbour Airport,Williams Harbour,Canada,52.567597,-55.785136,70,-4,A,America/St_Johns
CCD4,YSO,Postville Airport,Postville,Canada,54.910176,-59.785329,223,-4,A,America/Goose_Bay
CCE4,YBI,Black Tickle Airport,Black Tickle,Canada,53.469243,-55.785313,57,-4,A,America/St_Johns
CCK4,YFX,ST. Lewis (Fox Harbour) Airport,St. Lewis,Canada,52.372771,-55.674167,74,-4,A,America/St_Johns
CCP4,YHA,Port Hope Simpson Airport,Port Hope Simpson,Canada,52.5283,-56.286625,347,-4,A,America/St_Johns
CCZ2,YRG,Rigolet Airport,Rigolet,Canada,54.179503,-58.456821,180,-4,A,America/Goose_Bay
CEB3,YCK,Colville Lake Airport,Colville Lake,Canada,67.03915,-126.081095,850,-7,A,America/Yellowknife
CEM3,YLE,Whatì Airport,Whatì,Canada,63.131673,-117.244611,882,-7,A,America/Yellowknife
CJV7,SUR,Summer Beaver Airport,Summer Beaver,Canada,52.71079,-88.542632,832,-5,A,America/Toronto
CJX7,YAB,Arctic Bay Airport,Arctic Bay,Canada,73.006389,-85.047222,72,-5,A,America/Rankin_Inlet
CKB6,YAX,Angling Lake/Wapekeka Airport,Angling Lake,Canada,53.848845,-89.578853,712,-5,A,America/Winnipeg
CKL3,WNN,Wunnummin Lake Airport,Wunnumin Lake,Canada,52.894111,-89.289535,819,-5,A,America/Winnipeg
CKQ3,YNO,North Spirit Lake Airport,North Spirit Lake,Canada,52.489944,-92.971035,1082,-6,A,America/Winnipeg
CNE3,XBE,Bearskin Lake Airport,Bearskin Lake,Canada,53.962612,-91.030298,800,-6,A,America/Winnipeg
CNM5,KIF,Kingfisher Lake Airport,Kingfisher Lake,Canada,53.012508,-89.855806,866,-5,A,America/Winnipeg
CNT3,YOG,Ogoki Post Airport,Ogoki Post,Canada,51.658497,-85.902162,594,-5,A,America/Toronto
CPV7,YHP,Poplar Hill Airport,Poplar Hill,Canada,52.113333,-94.255556,1095,-6,A,America/Winnipeg
CPV8,KEW,Keewaywin Airport,Keewaywin,Canada,52.993109,-92.840572,988,-5,A,America/Winnipeg
CSU2,YKU,Chisasibi Airport,Chisasibi,Canada,53.805753,-78.917196,43,-5,A,America/Montreal
CTB6,ZTB,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,50.674444,-59.383611,107,-4,A,America/Blanc-Sablon
CTK6,ZKG,Kegaska Airport,Kegaska,Canada,50.195833,-61.265833,32,-4,A,America/Blanc-Sablon
CTU5,ZLT,La Tabatiere Airport,La Tabatière,Canada,50.828115,-58.976171,102,-4,A,America/Blanc-Sablon
CYAC,YAC,Cat Lake Airport,Cat Lake,Canada,51.72654,-91.828293,1344,-6,A,America/Winnipeg
CYAG,YAG,Fort Frances Municipal Airfield,Fort Frances,Canada,48.654167,-93.439722,1125,-6,A,America/Winnipeg
CYAM,YAM,Sault Ste Marie,Sault Sainte Marie,Canada,46.485001,-84.509445,630,-5,A,America/Toronto
CYAQ,XKS,Kasabonika Airport,Kasabonika,Canada,53.524668,-88.64327,672,-5,A,America/Winnipeg
CYAS,YKG,Kangirsuk Airport,Kangirsuk,Canada,60.02769,-69.999542,403,-5,A,America/Montreal
CYAT,YAT,Attawapiskat Airport,Attawapiskat,Canada,52.927929,-82.429214,31,-5,A,America/Toronto
CYAV,YAV,Winnipeg St Andrews,Winnipeg,Canada,50.056389,-97.0325,760,-6,A,America/Winnipeg
CYAW,YAW,12 Wing Shearwater - CFB Halifax,Halifax,Canada,44.637222,-63.502222,167,-4,A,America/Halifax
CYAY,YAY,Saint Anthony Airport,St. Anthony,Canada,51.391065,-56.090097,108,-4,A,America/St_Johns
CYAZ,YAZ,Tofino/Ucluelet Airport,Tofino,Canada,49.080555,-125.777779,80,-8,A,America/Vancouver
CYBB,YBB,Kugaaruk Airport,Pelly Bay,Canada,68.53581,-89.805081,56,-6,A,America/Cambridge_Bay
CYBC,YBC,Baie Comeau,Baie Comeau,Canada,49.132222,-68.207222,71,-5,A,America/Montreal
CYBD,QBC,Bella Coola Airport,Bella Coola,Canada,52.387963,-126.595116,117,-8,A,America/Vancouver
CYBE,YBE,Uranium City Airport,Uranium City,Canada,59.56184,-108.478448,1044,-6,N,America/Regina
CYBF,YBY,Bonnyville Airport,Bonnyville,Canada,54.304756,-110.747552,1839,-7,A,America/Edmonton
CYBG,YBG,CFB Bagotville,Bagotville,Canada,48.334957,-70.994893,522,-5,A,America/Montreal
CYBK,YBK,Baker Lake Airport,Baker Lake,Canada,64.298397,-96.077415,59,-6,A,America/Rankin_Inlet
CYBL,YBL,Campbell River Airport,Campbell River,Canada,49.950867,-125.271343,346,-8,A,America/Vancouver
CYBQ,XTL,Tadoule Lake Airport,Tadoule Lake,Canada,58.706413,-98.512215,923,-7,A,America/Winnipeg
CYBR,YBR,Brandon Municipal Airport,Brandon,Canada,49.907555,-99.947526,1343,-6,A,America/Winnipeg
CYBT,YBT,Brochet Airport,Brochet,Canada,57.890333,-101.67797,1131,-7,A,America/Winnipeg
CYBV,YBV,Berens River Airport,Berens River,Canada,52.358977,-97.016935,728,-6,A,America/Winnipeg
CYBW,YBW,Springbank Airport,Calgary,Canada,51.1026,-114.371129,3939,-7,A,America/Edmonton
CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,51.442612,-57.185619,121,-4,A,America/Blanc-Sablon
CYCA,YRF,Cartwright Airport,Cartwright,Canada,53.683889,-57.04,40,-4,A,America/Goose_Bay
CYCB,YCB,Cambridge Bay Airport,Cambridge Bay,Canada,69.107104,-105.133978,90,-7,A,America/Cambridge_Bay
CYCC,YCC,Cornwall Regional Airport,Cornwall,Canada,45.091142,-74.565416,175,-5,A,America/Toronto
CYCD,YCD,Nanaimo Airport,Nanaimo,Canada,49.051796,-123.870552,93,-8,A,America/Vancouver
CYCG,YCG,West Kootenay Regional Airport,Castlegar,Canada,49.300605,-117.636533,1624,-8,A,America/Vancouver
CYCH,YCH,Miramichi Airport,Chatham,Canada,47.00902,-65.46757,108,-4,A,America/Moncton
CYCL,YCL,Charlo Airport,Charlo,Canada,47.990555,-66.33139,132,-4,A,America/Moncton
CYCO,YCO,Kugluktuk Airport,Coppermine,Canada,67.817073,-115.134131,74,-7,A,America/Cambridge_Bay
CYCR,YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,54.610824,-97.760277,707,-7,A,America/Winnipeg
CYCS,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.347181,-90.731003,32,-6,A,America/Rankin_Inlet
CYCT,YCT,Coronation Airport,Coronation,Canada,52.075279,-111.445261,2595,-7,A,America/Edmonton
CYCW,YCW,Chilliwack Municipal Airport,Chilliwack,Canada,49.15375,-121.945681,32,-8,A,America/Vancouver
CYCY,YCY,Clyde River Airport,Clyde River,Canada,70.485338,-68.512667,87,-5,A,America/Iqaluit
CYCZ,YZS,Coral Harbour Airport,Coral Harbour,Canada,64.193776,-83.359952,2661,-7,A,America/Atikokan
CYDA,YDA,Dawson City Airport,Dawson,Canada,64.043053,-139.127777,1215,-8,A,America/Whitehorse
CYDB,YDB,Burwash Airport,Burwash,Canada,61.3711,-139.041,2647,-8,A,America/Whitehorse
CYDC,YDC,Princeton Regional Airport,Princeton,Canada,49.467499,-120.511948,2298,-8,A,America/Vancouver
CYDF,YDF,Deer Lake Airport,Deer Lake,Canada,49.210749,-57.391981,72,-4,A,America/St_Johns
CYDL,YDL,Dease Lake,Dease Lake,Canada,58.422222,-130.032227,2600,-8,A,America/Vancouver
CYDN,YDN,Lt. Col W.G. Barker VC Airport,Dauphin,Canada,51.101356,-100.052668,999,-6,A,America/Winnipeg
CYDP,YDP,Nain Airport,Nain,Canada,56.550836,-61.682137,22,-4,A,America/Goose_Bay
CYDQ,YDQ,Dawson Creek Airport,Dawson Creek,Canada,55.740825,-120.186038,2148,-7,A,America/Dawson_Creek
CYEG,YEG,Edmonton International Airport,Edmonton,Canada,53.307821,-113.588168,2373,-7,A,America/Edmonton
CYEK,YEK,Arviat Airport,Eskimo Point,Canada,61.09839,-94.071844,32,-6,A,America/Rankin_Inlet
CYEM,YEM,Manitoulin East Muni,Manitowaning,Canada,45.841695,-81.857902,869,-5,A,America/Toronto
CYEN,YEN,Estevan Airport,Estevan,Canada,49.208261,-102.959932,1905,-6,N,America/Regina
CYER,YER,Fort Severn Airport,Fort Severn,Canada,56.018559,-87.679291,48,-5,A,America/Toronto
CYET,YET,Edson Airport,Edson,Canada,53.578876,-116.464801,3041,-7,A,America/Edmonton
CYEU,YEU,Eureka Airport,Eureka,Canada,79.995496,-85.816123,256,-6,A,America/Rankin_Inlet
CYEV,YEV,Inuvik Mike Zubko Airport,Inuvik,Canada,68.304167,-133.482778,224,-7,A,America/Inuvik
CYFA,YFA,Fort Albany Airport,Fort Albany,Canada,52.203413,-81.69552,48,-5,A,America/Toronto
CYFB,YFB,Iqaluit Airport,Iqaluit,Canada,63.755759,-68.554284,110,-5,A,America/Iqaluit
CYFC,YFC,Fredericton International Airport,Fredericton,Canada,45.872913,-66.529991,68,-4,A,America/Moncton
CYFD,YFD,Brantford Municipal Airport,Brantford,Canada,43.128117,-80.340308,815,-5,A,America/Toronto
CYFH,YFH,Fort Hope Airport,Fort Hope,Canada,51.561895,-87.90712,899,-5,A,America/Toronto
CYFJ,YTM,Mont-Tremblant International Airport,Mont-Tremblant,Canada,46.409168,-74.780281,827,-5,A,America/Montreal
CYFO,YFO,Flin Flon Airport,Flin Flon,Canada,54.678264,-101.681861,997,-6,A,America/Winnipeg
CYFR,YFR,Fort Resolution Airport,Fort Resolution,Canada,61.180248,-113.688943,526,-7,A,America/Yellowknife
CYFS,YFS,Fort Simpson Airport,Fort Simpson,Canada,61.760379,-121.237001,555,-7,A,America/Yellowknife
CYFT,YMN,Makkovik Airport,Makkovik,Canada,55.077043,-59.188224,234,-4,A,America/Goose_Bay
CYGB,YGB,Gillies Bay Airport,Texada,Canada,49.693482,-124.517631,326,-8,A,America/Vancouver
CYGE,YGE,Golden Airport,Golden,Canada,51.299378,-116.982253,2575,-7,A,America/Edmonton
CYGH,YGH,Fort Good Hope Airport,Fort Good Hope,Canada,66.240563,-128.64884,215,-7,A,America/Yellowknife
CYGK,YGK,Kingston Airport,Kingston,Canada,44.225278,-76.596944,305,-5,A,America/Toronto
CYGL,YGL,La Grande Rivière Airport,La Grande Riviere,Canada,53.625168,-77.703635,639,-5,A,America/Montreal
CYGO,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,54.557732,-94.489845,617,-6,A,America/Winnipeg
CYGP,YGP,Michel-Pouliot Gaspé Airport,Gaspe,Canada,48.775245,-64.47867,108,-5,A,America/Montreal
CYGQ,YGQ,Geraldton Airport,Geraldton,Canada,49.778608,-86.938436,1144,-5,A,America/Toronto
CYGR,YGR,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,47.424263,-61.780876,35,-4,A,America/Halifax
CYGT,YGT,Igloolik Airport,Igloolik,Canada,69.364777,-81.816632,174,-5,A,America/Iqaluit
CYGV,YGV,Havre Saint-Pierre Airport,Havre-Saint-Pierre,Canada,50.282361,-63.610584,124,-4,A,America/Montreal
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,Canada,55.282662,-77.764471,34,-5,A,America/Montreal
CYGX,YGX,Gillam Airport,Gillam,Canada,56.356919,-94.712241,476,-6,A,America/Winnipeg
CYGZ,YGZ,Grise Fiord Airport,Grise Fiord,Canada,76.426222,-82.910363,146,-5,A,America/Iqaluit
CYHA,YQC,Quaqtaq,Quaqtaq,Canada,61.045833,-69.6175,103,-5,A,America/Montreal
CYHB,YHB,Hudson Bay Airport,Hudson Bay,Canada,52.817131,-102.306174,1175,-6,N,America/Regina
CYHC,YHC,Vancouver Harbour Water Airport,,Canada,49.2944,-123.111,0,-8,A,America/Vancouver
CYHD,YHD,Dryden Regional Airport,Dryden,Canada,49.832102,-92.74548,1354,-6,A,America/Winnipeg
CYHF,YHF,Hearst Municipal Airport,Hearst,Canada,49.713962,-83.686246,826,-5,A,America/Toronto
CYHH,YNS,Nemiscau Airport,Nemiscau,Canada,51.691037,-76.135526,802,-5,A,America/Montreal
CYHI,YHI,Holman Airport,Holman Island,Canada,70.762791,-117.806099,117,-7,A,America/Yellowknife
CYHK,YHK,Gjoa Haven Airport,Gjoa Haven,Canada,68.635433,-95.850294,152,-6,A,America/Cambridge_Bay
CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,Canada,43.163589,-79.926739,780,-5,A,America/Toronto
CYHN,YHN,Hornepayne Municipal,Hornepayne,Canada,49.193054,-84.758888,1099,-5,A,America/Toronto
CYHO,YHO,Hopedale Airport,Hopedale,Canada,55.448462,-60.228809,39,-4,A,America/Goose_Bay
CYHR,YHR,Chevery Airport,Chevery,Canada,50.469248,-59.63628,39,-4,A,America/Blanc-Sablon
CYHU,YHU,Corporation Dev-Yhu Inc,Montreal,Canada,45.518822,-73.424302,90,-5,A,America/Montreal
CYHY,YHY,Hay River Airport,Hay River,Canada,60.839961,-115.789153,543,-7,A,America/Yellowknife
CYHZ,YHZ,Halifax Stanfield International Airport,Halifax,Canada,44.886852,-63.514859,477,-4,A,America/Halifax
CYIB,YIB,Atikokan Municipal Airport,Atikokan,Canada,48.773888,-91.638611,1408,-6,A,America/Atikokan
CYIF,YIF,Northeast Florida Regional Airport,St-Augustin,Canada,51.211659,-58.658208,20,-4,A,America/Blanc-Sablon
CYIK,YIK,Ivujivik Airport,Ivujivik,Canada,62.417521,-77.92569,126,-5,A,America/Montreal
CYIO,YIO,Pond Inlet Airport,Pond Inlet,Canada,72.690516,-77.967965,181,-5,A,America/Iqaluit
CYIV,YIV,Island Lake Airport,Island Lake,Canada,53.857154,-94.654103,770,-6,A,America/Winnipeg
CYJM,YJM,Fort Saint James (Perison) Airport,Fort St. James,Canada,54.396975,-124.262889,2364,-8,A,America/Vancouver
CYJN,YJN,Saint Jean Airport,St. Jean,Canada,45.293486,-73.282242,136,-5,A,America/Montreal
CYJQ,ZEL,Bella Bella Airport,Bella Bella,Canada,52.139722,-128.063611,162,-8,A,America/Vancouver
CYJT,YJT,Stephenville International Airport,Stephenville,Canada,48.545876,-58.563116,80,-4,A,America/St_Johns
CYKA,YKA,Kamloops,Kamloops,Canada,50.702222,-120.441944,1133,-8,A,America/Vancouver
CYKD,LAK,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,68.223477,-135.006361,23,-7,A,America/Yellowknife
CYKF,YKF,Region of Waterloo International Airport,Waterloo,Canada,43.455793,-80.385827,1054,-5,A,America/Toronto
CYKG,YWB,Kangiqsujuaq Airport,Kangiqsujuaq,Canada,61.588439,-71.929236,501,-6,A,America/Montreal
CYKL,YKL,Schefferville Airport,Schefferville,Canada,54.805885,-66.805978,1709,-4,A,America/Montreal
CYKO,AKV,Akulivik,Akulivik,Canada,60.818611,-78.148611,75,-5,A,America/Montreal
CYKQ,YKQ,Waskaganish Airport,Waskaganish,Canada,51.4733,-78.7583,80,-5,A,America/Montreal
CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,Canada,48.166708,-80.037015,1157,-5,A,America/Toronto
